# packages in environment at /work/pa-hilario/anaconda3/envs/deeptools:
#
# Name                    Version                   Build  Channel
libgfortran               15.2.0              h69a702a_17    conda-forge
libgfortran5              15.2.0              h68bc16d_17    conda-forge
libgomp                   15.2.0              he0feb66_17    conda-forge
libiconv                  1.18                 h3b78370_2    conda-forge
libjpeg-turbo             3.1.2                hb03c661_0    conda-forge
liblapack                 3.11.0          5_h47877c9_openblas    conda-forge
liblzma                   5.8.2                hb03c661_0    conda-forge
libnghttp2                1.67.0               had1ee68_0    conda-forge
libnsl                    2.0.1                hb9d3cd8_1    conda-forge
libopenblas               0.3.30          pthreads_h94d23a6_4    conda-forge
libopenssl-static         3.6.1                hb03c661_1    conda-forge
libpng                    1.6.55               h421ea60_0    conda-forge
libsqlite                 3.51.2               hf4e2dac_0    conda-forge
libssh2                   1.11.1               hcf80075_0    conda-forge
libstdcxx                 15.2.0              h934c35e_17    conda-forge
libstdcxx-ng              15.2.0              hdf11a46_17    conda-forge
libtiff                   4.7.1                h9d88235_1    conda-forge
libuuid                   2.41.3               h5347b49_0    conda-forge
libwebp-base              1.6.0                hd42ef1d_0    conda-forge
libxcb                    1.17.0               h8a09558_0    conda-forge
libxcrypt                 4.4.36               hd590300_1    conda-forge
libzlib                   1.3.1                hb9d3cd8_2    conda-forge
markupsafe                3.0.3           py312h8a5da7c_0    conda-forge
matplotlib-base           3.10.8          py312he3d6523_0    conda-forge
munkres                   1.1.4              pyhd8ed1ab_1    conda-forge
mysql-connector-c         6.1.11            h659d440_1008    conda-forge
narwhals                  2.16.0             pyhcf101f3_0    conda-forge
natsort                   8.4.0                    pypi_0    pypi
ncls                      0.0.70                   pypi_0    pypi
ncurses                   6.5                  h2d0b736_3    conda-forge
numpy                     2.4.2           py312h33ff503_1    conda-forge
numpydoc                  1.10.0             pyhcf101f3_0    conda-forge
openjpeg                  2.5.4                h55fea9a_0    conda-forge
openssl                   3.6.1                h35e630c_1    conda-forge
packaging                 26.0               pyhcf101f3_0    conda-forge
pandas                    3.0.0                    pypi_0    pypi
pillow                    12.1.1          py312h50c33e8_0    conda-forge
pip                       26.0.1             pyh8b19718_0    conda-forge
plotly                    6.5.2              pyhd8ed1ab_0    conda-forge
pthread-stubs             0.4               hb9d3cd8_1002    conda-forge
py2bit                    0.3.3           py312h0fa9677_1    bioconda
pybigwig                  0.3.25          py312h83fe50f_0    bioconda
pygments                  2.19.2             pyhd8ed1ab_0    conda-forge
pyparsing                 3.3.2              pyhcf101f3_0    conda-forge
pyranges                  0.1.4                    pypi_0    pypi
pysam                     0.23.3          py312h8f9e533_2    bioconda
pysocks                   1.7.1              pyha55dd90_7    conda-forge
python                    3.12.12         hd63d673_2_cpython    conda-forge
python-dateutil           2.9.0.post0        pyhe01879c_2    conda-forge
python_abi                3.12                    8_cp312    conda-forge
pytz                      2025.2             pyhd8ed1ab_0    conda-forge
qhull                     2020.2               h434a139_5    conda-forge
readline                  8.3                  h853b02a_0    conda-forge
requests                  2.32.5             pyhcf101f3_1    conda-forge
roman-numerals            4.1.0              pyhd8ed1ab_0    conda-forge
samtools                  1.22.1               h96c455f_0    bioconda
scipy                     1.17.0          py312h54fa4ab_1    conda-forge
setuptools                82.0.0             pyh332efcf_0    conda-forge
six                       1.17.0             pyhe01879c_1    conda-forge
snowballstemmer           3.0.1              pyhd8ed1ab_0    conda-forge
sorted-nearest            0.0.41                   pypi_0    pypi
sphinx                    9.1.0              pyhd8ed1ab_0    conda-forge
sphinxcontrib-applehelp   2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-devhelp     2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-htmlhelp    2.1.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-jsmath      1.0.1              pyhd8ed1ab_1    conda-forge
sphinxcontrib-qthelp      2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-serializinghtml 1.1.10             pyhd8ed1ab_1    conda-forge
tabulate                  0.9.0                    pypi_0    pypi
tk                        8.6.13          noxft_h366c992_103    conda-forge
tomli                     2.4.0              pyhcf101f3_0    conda-forge
tqdm                      4.67.3                   pypi_0    pypi
tzdata                    2025c                hc9c84f9_1    conda-forge
ucsc-bigwiginfo           482                  h0b57e2e_0    bioconda
unicodedata2              17.0.1          py312h4c3975b_0    conda-forge
urllib3                   2.6.3              pyhd8ed1ab_0    conda-forge
wheel                     0.46.3             pyhd8ed1ab_0    conda-forge
xorg-libxau               1.0.12               hb03c661_1    conda-forge
xorg-libxdmcp             1.1.5                hb03c661_1    conda-forge
zipp                      3.23.0             pyhcf101f3_1    conda-forge
zlib                      1.3.1                hb9d3cd8_2    conda-forge
zlib-ng                   2.3.3                hceb46e0_1    conda-forge
zstd                      1.5.7                hb78ec9c_6    conda-forge
Specified --scaleFactor: 1.0
normalization: CPM
bamFilesList: ['output/SNRNP70-Con-rep1_L1_R1.genome.Aligned.sort.dedup.bam']
binLength: 1
numberOfSamples: None
blackListFileName: None
skipZeroOverZero: False
bed_and_bin: False
genomeChunkSize: None
defaultFragmentLength: read length
numberOfProcessors: 48
verbose: True
region: None
bedFile: None
minMappingQuality: None
ignoreDuplicates: False
chrsToSkip: []
stepSize: 1
center_read: False
samFlag_include: None
samFlag_exclude: None
minFragmentLength: 0
maxFragmentLength: 0
zerosToNans: False
smoothLength: None
save_data: False
out_file_for_raw_data: None
maxPairedFragmentLength: 1000
filter_strand: None
Offset: [1]
Final scaling factor: 8.703901959248332
ForkPoolWorker-17,  processing 0 (0.0 per sec) reads @ chr13:5000000-10000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (11101005.5 per sec) @ chr13:5000000-10000000
ForkPoolWorker-17,  processing 14 (12102.3 per sec) reads @ chr9:60000000-65000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (11381766.8 per sec) @ chr9:60000000-65000000
ForkPoolWorker-17,  processing 0 (0.0 per sec) reads @ chrUn_KI270442v1:0-392061
ForkPoolWorker-17 countReadsInRegions_worker: processing 392061 (10178152.4 per sec) @ chrUn_KI270442v1:0-392061
ForkPoolWorker-17,  processing 745 (55440.8 per sec) reads @ chr7:0-5000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (11527937.4 per sec) @ chr7:0-5000000
ForkPoolWorker-17,  processing 16 (17716.2 per sec) reads @ chr2:140000000-145000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (11995721.4 per sec) @ chr2:140000000-145000000
ForkPoolWorker-17,  processing 170 (48908.1 per sec) reads @ chr7:145000000-150000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (11802951.7 per sec) @ chr7:145000000-150000000
ForkPoolWorker-17,  processing 1218 (59935.5 per sec) reads @ chr1:25000000-30000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (11427793.0 per sec) @ chr1:25000000-30000000
ForkPoolWorker-17,  processing 137 (48837.3 per sec) reads @ chr11:45000000-50000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (11834830.0 per sec) @ chr11:45000000-50000000
ForkPoolWorker-17,  processing 16 (21183.4 per sec) reads @ chr8:30000000-35000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (11824087.0 per sec) @ chr8:30000000-35000000
ForkPoolWorker-17,  processing 882 (58169.0 per sec) reads @ chr19:10000000-15000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (11447336.2 per sec) @ chr19:10000000-15000000
ForkPoolWorker-17,  processing 0 (0.0 per sec) reads @ chr5:45000000-50000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (10987193.5 per sec) @ chr5:45000000-50000000
ForkPoolWorker-17,  processing 198 (50843.2 per sec) reads @ chr20:30000000-35000000
ForkPoolWorker-17 countReadsInRegions_worker: processing 5000000 (11665685.8 per sec) @ chr20:30000000-35000000
ForkPoolWorker-17,  processing 0 (0.0 per sec) reads @ chr1_KI270706v1_random:0-175055
ForkPoolWorker-17 countReadsInRegions_worker: processing 175055 (8654234.2 per sec) @ chr1_KI270706v1_random:0-175055
ForkPoolWorker-17,  processing 0 (0.0 per sec) reads @ chrUn_KI270396v1:0-1880
ForkPoolWorker-17 countReadsInRegions_worker: processing 1880 (331621.3 per sec) @ chrUn_KI270396v1:0-1880
ForkPoolWorker-17,  processing 0 (0.0 per sec) reads @ chrUn_KI270529v1:0-1899
ForkPoolWorker-17 countReadsInRegions_worker: processing 1899 (345867.5 per sec) @ chrUn_KI270529v1:0-1899
ForkPoolWorker-7,  processing 0 (0.0 per sec) reads @ chrUn_KI270516v1:0-1300
ForkPoolWorker-7 countReadsInRegions_worker: processing 1300 (57729.4 per sec) @ chrUn_KI270516v1:0-1300
ForkPoolWorker-7,  processing 6 (1708.7 per sec) reads @ chr4:130000000-135000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (10141594.8 per sec) @ chr4:130000000-135000000
ForkPoolWorker-7,  processing 98 (40156.5 per sec) reads @ chr10:115000000-120000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11256032.8 per sec) @ chr10:115000000-120000000
ForkPoolWorker-7,  processing 0 (0.0 per sec) reads @ chr1:130000000-135000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11233230.4 per sec) @ chr1:130000000-135000000
ForkPoolWorker-7,  processing 20 (22227.4 per sec) reads @ chr9:0-5000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11482774.9 per sec) @ chr9:0-5000000
ForkPoolWorker-7,  processing 44 (34495.2 per sec) reads @ chr5:110000000-115000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11463267.2 per sec) @ chr5:110000000-115000000
ForkPoolWorker-7,  processing 273 (52515.4 per sec) reads @ chr17:45000000-50000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11483334.5 per sec) @ chr17:45000000-50000000
ForkPoolWorker-7,  processing 919 (58801.6 per sec) reads @ chr22:50000000-50818468
ForkPoolWorker-7 countReadsInRegions_worker: processing 818468 (9282608.6 per sec) @ chr22:50000000-50818468
ForkPoolWorker-7,  processing 813 (54582.2 per sec) reads @ chr11:65000000-70000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11592553.2 per sec) @ chr11:65000000-70000000
ForkPoolWorker-7,  processing 49 (32401.2 per sec) reads @ chr14:55000000-60000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11810070.4 per sec) @ chr14:55000000-60000000
ForkPoolWorker-7,  processing 0 (0.0 per sec) reads @ chrUn_GL000224v1:0-179693
ForkPoolWorker-7 countReadsInRegions_worker: processing 179693 (7823930.7 per sec) @ chrUn_GL000224v1:0-179693
ForkPoolWorker-7,  processing 727 (54527.0 per sec) reads @ chr12:120000000-125000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11704659.9 per sec) @ chr12:120000000-125000000
ForkPoolWorker-7,  processing 283 (53118.6 per sec) reads @ chr6:25000000-30000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11926098.8 per sec) @ chr6:25000000-30000000
ForkPoolWorker-7,  processing 461 (53655.2 per sec) reads @ chr19:40000000-45000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11719016.6 per sec) @ chr19:40000000-45000000
ForkPoolWorker-7,  processing 0 (0.0 per sec) reads @ chrUn_KI270748v1:0-93321
ForkPoolWorker-7 countReadsInRegions_worker: processing 93321 (7072687.0 per sec) @ chrUn_KI270748v1:0-93321
ForkPoolWorker-4,  processing 33 (5156.2 per sec) reads @ chr9:15000000-20000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (9824957.9 per sec) @ chr9:15000000-20000000
ForkPoolWorker-4,  processing 67 (25791.0 per sec) reads @ chr2:175000000-180000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (11216186.1 per sec) @ chr2:175000000-180000000
ForkPoolWorker-4,  processing 63 (37732.6 per sec) reads @ chr10:5000000-10000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (11162426.3 per sec) @ chr10:5000000-10000000
ForkPoolWorker-4,  processing 634 (55827.8 per sec) reads @ chr19:5000000-10000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (11139640.2 per sec) @ chr19:5000000-10000000
ForkPoolWorker-4,  processing 0 (0.0 per sec) reads @ chrUn_KI270747v1:0-198735
ForkPoolWorker-4 countReadsInRegions_worker: processing 198735 (8885377.2 per sec) @ chrUn_KI270747v1:0-198735
ForkPoolWorker-4,  processing 48 (34867.8 per sec) reads @ chr1:85000000-90000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (11860579.0 per sec) @ chr1:85000000-90000000
ForkPoolWorker-4,  processing 7 (12284.6 per sec) reads @ chrX:155000000-156040895
ForkPoolWorker-4 countReadsInRegions_worker: processing 1040895 (11295078.1 per sec) @ chrX:155000000-156040895
ForkPoolWorker-4,  processing 32 (28387.8 per sec) reads @ chr7:120000000-125000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (12216530.9 per sec) @ chr7:120000000-125000000
ForkPoolWorker-4,  processing 0 (0.0 per sec) reads @ chrUn_KI270393v1:0-1308
ForkPoolWorker-4 countReadsInRegions_worker: processing 1308 (225192.9 per sec) @ chrUn_KI270393v1:0-1308
ForkPoolWorker-4,  processing 16 (20453.8 per sec) reads @ chr6:100000000-105000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (12206647.0 per sec) @ chr6:100000000-105000000
ForkPoolWorker-4,  processing 212 (50568.3 per sec) reads @ chr14:45000000-50000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (11993807.4 per sec) @ chr14:45000000-50000000
ForkPoolWorker-4,  processing 3458 (59663.8 per sec) reads @ chr16:0-5000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (10614863.3 per sec) @ chr16:0-5000000
ForkPoolWorker-4,  processing 0 (0.0 per sec) reads @ chr13:0-5000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (12030893.7 per sec) @ chr13:0-5000000
ForkPoolWorker-4,  processing 47 (32274.4 per sec) reads @ chr15:55000000-60000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (11866243.1 per sec) @ chr15:55000000-60000000
ForkPoolWorker-4,  processing 0 (0.0 per sec) reads @ chrUn_GL000216v2:0-176608
ForkPoolWorker-4 countReadsInRegions_worker: processing 176608 (9428468.7 per sec) @ chrUn_GL000216v2:0-176608
ForkPoolWorker-21,  processing 14 (7440.5 per sec) reads @ chrX:5000000-10000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (10920704.4 per sec) @ chrX:5000000-10000000
ForkPoolWorker-21,  processing 209 (47484.4 per sec) reads @ chr2:230000000-235000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11263874.1 per sec) @ chr2:230000000-235000000
ForkPoolWorker-21,  processing 11 (15550.2 per sec) reads @ chr8:5000000-10000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11347101.5 per sec) @ chr8:5000000-10000000
ForkPoolWorker-21,  processing 437 (55276.4 per sec) reads @ chr19:55000000-58617616
ForkPoolWorker-21 countReadsInRegions_worker: processing 3617616 (11734920.5 per sec) @ chr19:55000000-58617616
ForkPoolWorker-21,  processing 0 (0.0 per sec) reads @ chrUn_KI270548v1:0-1599
ForkPoolWorker-21 countReadsInRegions_worker: processing 1599 (290786.2 per sec) @ chrUn_KI270548v1:0-1599
ForkPoolWorker-21,  processing 25 (28164.8 per sec) reads @ chr13:100000000-105000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (12193212.1 per sec) @ chr13:100000000-105000000
ForkPoolWorker-21,  processing 9 (14228.7 per sec) reads @ chr16:60000000-65000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (12020088.2 per sec) @ chr16:60000000-65000000
ForkPoolWorker-21,  processing 0 (0.0 per sec) reads @ chr1_KI270709v1_random:0-66860
ForkPoolWorker-21 countReadsInRegions_worker: processing 66860 (6036489.7 per sec) @ chr1_KI270709v1_random:0-66860
ForkPoolWorker-21,  processing 151 (47303.0 per sec) reads @ chr1:110000000-115000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (12176002.2 per sec) @ chr1:110000000-115000000
ForkPoolWorker-21,  processing 37 (31742.5 per sec) reads @ chr2:105000000-110000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (12152091.2 per sec) @ chr2:105000000-110000000
ForkPoolWorker-21,  processing 276 (51276.9 per sec) reads @ chr20:0-5000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11923827.2 per sec) @ chr20:0-5000000
ForkPoolWorker-21,  processing 49 (35898.8 per sec) reads @ chr16:5000000-10000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (12007816.8 per sec) @ chr16:5000000-10000000
ForkPoolWorker-21,  processing 14 (17990.3 per sec) reads @ chr4:25000000-30000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11920865.3 per sec) @ chr4:25000000-30000000
ForkPoolWorker-21,  processing 122 (47057.7 per sec) reads @ chr2:60000000-65000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11900179.7 per sec) @ chr2:60000000-65000000
ForkPoolWorker-21,  processing 0 (0.0 per sec) reads @ chrUn_KI270391v1:0-1484
ForkPoolWorker-21 countReadsInRegions_worker: processing 1484 (271331.6 per sec) @ chrUn_KI270391v1:0-1484
ForkPoolWorker-30,  processing 0 (0.0 per sec) reads @ chr1:125000000-130000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (10075457.2 per sec) @ chr1:125000000-130000000
ForkPoolWorker-30,  processing 38 (22133.5 per sec) reads @ chr6:130000000-135000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (11219540.4 per sec) @ chr6:130000000-135000000
ForkPoolWorker-30,  processing 36 (28651.8 per sec) reads @ chr3:65000000-70000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (11395793.9 per sec) @ chr3:65000000-70000000
ForkPoolWorker-30,  processing 24 (23077.3 per sec) reads @ chr2:180000000-185000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (11393849.8 per sec) @ chr2:180000000-185000000
ForkPoolWorker-30,  processing 13 (19038.4 per sec) reads @ chr12:85000000-90000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (11467153.4 per sec) @ chr12:85000000-90000000
ForkPoolWorker-30,  processing 0 (0.0 per sec) reads @ chr1_KI270714v1_random:0-41717
ForkPoolWorker-30 countReadsInRegions_worker: processing 41717 (5177658.2 per sec) @ chr1_KI270714v1_random:0-41717
ForkPoolWorker-30,  processing 1626 (56106.7 per sec) reads @ chr1:0-5000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (10890121.1 per sec) @ chr1:0-5000000
ForkPoolWorker-30,  processing 801 (57190.2 per sec) reads @ chr15:80000000-85000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (11564209.2 per sec) @ chr15:80000000-85000000
ForkPoolWorker-30,  processing 0 (0.0 per sec) reads @ chrUn_KI270395v1:0-1143
ForkPoolWorker-30 countReadsInRegions_worker: processing 1143 (142813.0 per sec) @ chrUn_KI270395v1:0-1143
ForkPoolWorker-30,  processing 38 (30745.3 per sec) reads @ chr8:25000000-30000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (11951272.9 per sec) @ chr8:25000000-30000000
ForkPoolWorker-30,  processing 0 (0.0 per sec) reads @ chr22_KI270737v1_random:0-103838
ForkPoolWorker-30 countReadsInRegions_worker: processing 103838 (7513121.5 per sec) @ chr22_KI270737v1_random:0-103838
ForkPoolWorker-30,  processing 19 (24596.2 per sec) reads @ chr18:80000000-80373285
ForkPoolWorker-30 countReadsInRegions_worker: processing 373285 (9968615.6 per sec) @ chr18:80000000-80373285
ForkPoolWorker-30,  processing 17 (16832.7 per sec) reads @ chr10:50000000-55000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (11935628.5 per sec) @ chr10:50000000-55000000
ForkPoolWorker-30,  processing 1279 (41343.1 per sec) reads @ chr16:85000000-90000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (10698527.0 per sec) @ chr16:85000000-90000000
ForkPoolWorker-30,  processing 14 (16772.4 per sec) reads @ chr13:55000000-60000000
ForkPoolWorker-30 countReadsInRegions_worker: processing 5000000 (12100603.7 per sec) @ chr13:55000000-60000000
ForkPoolWorker-31,  processing 70 (8254.4 per sec) reads @ chr5:130000000-135000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (9995762.7 per sec) @ chr5:130000000-135000000
ForkPoolWorker-31,  processing 27 (26422.4 per sec) reads @ chr18:60000000-65000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11125232.8 per sec) @ chr18:60000000-65000000
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chr22_KI270738v1_random:0-99375
ForkPoolWorker-31 countReadsInRegions_worker: processing 99375 (7471837.1 per sec) @ chr22_KI270738v1_random:0-99375
ForkPoolWorker-31,  processing 103 (44336.3 per sec) reads @ chr6:75000000-80000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11774436.8 per sec) @ chr6:75000000-80000000
ForkPoolWorker-31,  processing 23 (25373.2 per sec) reads @ chr2:15000000-20000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11753452.1 per sec) @ chr2:15000000-20000000
ForkPoolWorker-31,  processing 71 (39116.7 per sec) reads @ chr3:140000000-145000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11563246.4 per sec) @ chr3:140000000-145000000
ForkPoolWorker-31,  processing 5 (8616.1 per sec) reads @ chr13:80000000-85000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11505504.4 per sec) @ chr13:80000000-85000000
ForkPoolWorker-31,  processing 185 (52284.0 per sec) reads @ chr8:100000000-105000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11655843.5 per sec) @ chr8:100000000-105000000
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chr22_KI270735v1_random:0-42811
ForkPoolWorker-31 countReadsInRegions_worker: processing 42811 (5330948.8 per sec) @ chr22_KI270735v1_random:0-42811
ForkPoolWorker-31,  processing 83 (43456.2 per sec) reads @ chr18:75000000-80000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11845043.9 per sec) @ chr18:75000000-80000000
ForkPoolWorker-31,  processing 20 (23510.7 per sec) reads @ chr13:35000000-40000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11845472.1 per sec) @ chr13:35000000-40000000
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chrUn_KI270412v1:0-1179
ForkPoolWorker-31 countReadsInRegions_worker: processing 1179 (224981.1 per sec) @ chrUn_KI270412v1:0-1179
ForkPoolWorker-31,  processing 19 (24193.0 per sec) reads @ chr3:145000000-150000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (10890273.8 per sec) @ chr3:145000000-150000000
ForkPoolWorker-31,  processing 38 (30376.1 per sec) reads @ chr12:15000000-20000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11912509.3 per sec) @ chr12:15000000-20000000
ForkPoolWorker-31,  processing 296 (52660.1 per sec) reads @ chr6:40000000-45000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11861189.5 per sec) @ chr6:40000000-45000000
ForkPoolWorker-22,  processing 32 (5801.3 per sec) reads @ chr5:105000000-110000000
ForkPoolWorker-22 countReadsInRegions_worker: processing 5000000 (9692622.4 per sec) @ chr5:105000000-110000000
ForkPoolWorker-22,  processing 10 (8660.5 per sec) reads @ chr2:210000000-215000000
ForkPoolWorker-22 countReadsInRegions_worker: processing 5000000 (10947235.2 per sec) @ chr2:210000000-215000000
ForkPoolWorker-22,  processing 66 (37627.3 per sec) reads @ chr11:130000000-135000000
ForkPoolWorker-22 countReadsInRegions_worker: processing 5000000 (11339432.1 per sec) @ chr11:130000000-135000000
ForkPoolWorker-22,  processing 953 (57493.4 per sec) reads @ chr20:60000000-64444167
ForkPoolWorker-22 countReadsInRegions_worker: processing 4444167 (11212864.5 per sec) @ chr20:60000000-64444167
ForkPoolWorker-22,  processing 23 (24805.6 per sec) reads @ chr4:155000000-160000000
ForkPoolWorker-22 countReadsInRegions_worker: processing 5000000 (12105227.6 per sec) @ chr4:155000000-160000000
